Freq.	V(vout)
1.09647819614318e+003	(5.23078231636440e-001dB,-2.69015892700591e+000°)
1.12201845430195e+003	(5.48502466845489e-001dB,-2.76092527214005e+000°)
1.14815362149687e+003	(5.75201854428599e-001dB,-2.83397156392120e+000°)
1.17489755493952e+003	(6.03244393117688e-001dB,-2.90940295006014e+000°)
1.20226443461740e+003	(6.32702124300579e-001dB,-2.98733168811749e+000°)
1.23026877081237e+003	(6.63651415562503e-001dB,-3.06787777845163e+000°)
1.25892541179416e+003	(6.96173268581528e-001dB,-3.15116966557612e+000°)
1.28824955169312e+003	(7.30353653932549e-001dB,-3.23734501663622e+000°)
1.31825673855640e+003	(7.66283875672715e-001dB,-3.32655158699812e+000°)
1.34896288259164e+003	(8.04060968945358e-001dB,-3.41894818445168e+000°)
1.38038426460287e+003	(8.43788134257021e-001dB,-3.51470574528709e+000°)
1.41253754462274e+003	(8.85575212561780e-001dB,-3.61400853758277e+000°)
1.44543977074591e+003	(9.29539205839799e-001dB,-3.71705550948066e+000°)
1.47910838816819e+003	(9.75804848494426e-001dB,-3.82406180311977e+000°)
1.51356124843619e+003	(1.02450523563037e+000dB,-3.93526045832493e+000°)
1.54881661891247e+003	(1.07578251513106e+000dB,-4.05090433422735e+000°)
1.58489319246110e+003	(1.12978865144878e+000dB,-4.17126828186963e+000°)
1.62181009735891e+003	(1.18668627018146e+000dB,-4.29665160668216e+000°)
1.65958690743754e+003	(1.24664959386639e+000dB,-4.42738086674589e+000°)
1.69824365246173e+003	(1.30986548101114e+000dB,-4.56381306123085e+000°)
1.73780082874936e+003	(1.37653458225107e+000dB,-4.70633927367703e+000°)
1.77827941003891e+003	(1.44687262972612e+000dB,-4.85538884729056e+000°)
1.81970085860997e+003	(1.52111187837466e+000dB,-5.01143418471060e+000°)
1.86208713666285e+003	(1.59950272093180e+000dB,-5.17499628346487e+000°)
1.90546071796323e+003	(1.68231550209429e+000dB,-5.34665114147213e+000°)
1.94984459975803e+003	(1.76984256169960e+000dB,-5.52703719562766e+000°)
1.99526231496886e+003	(1.86240054201535e+000dB,-5.71686399222560e+000°)
2.04173794466951e+003	(1.96033300053819e+000dB,-5.91692233270212e+000°)
2.08929613085402e+003	(2.06401337729279e+000dB,-6.12809619449922e+000°)
2.13796208950221e+003	(2.17384837479443e+000dB,-6.35137679817731e+000°)
2.18776162394953e+003	(2.29028181995549e+000dB,-6.58787928278159e+000°)
2.23872113856832e+003	(2.41379909072692e+000dB,-6.83886256801479e+000°)
2.29086765276775e+003	(2.54493220673022e+000dB,-7.10575313221423e+000°)
2.34422881531990e+003	(2.68426570324441e+000dB,-7.39017363073487e+000°)
2.39883291901947e+003	(2.83244343251659e+000dB,-7.69397753552124e+000°)
2.45470891568501e+003	(2.99017646649917e+000dB,-8.01929131480918e+000°)
2.51188643150955e+003	(3.15825231202248e+000dB,-8.36856612193833e+000°)
2.57039578276884e+003	(3.33754569453393e+000dB,-8.74464156635519e+000°)
2.63026799189535e+003	(3.52903122147655e+000dB,-9.15082495823538e+000°)
2.69153480392689e+003	(3.73379830275609e+000dB,-9.59099053730247e+000°)
2.75422870333814e+003	(3.95306878483140e+000dB,-1.00697047424494e+001°)
2.81838293126442e+003	(4.18821784693808e+000dB,-1.05923857370659e+001°)
2.88403150312658e+003	(4.44079881036064e+000dB,-1.11655084514556e+001°)
2.95120922666635e+003	(4.71257261629072e+000dB,-1.17968707535034e+001°)
3.01995172040198e+003	(5.00554281452134e+000dB,-1.24959426436303e+001°)
3.09029543251356e+003	(5.32199692974153e+000dB,-1.32743295617643e+001°)
3.16227766016835e+003	(5.66455494167782e+000dB,-1.41463945018701e+001°)
3.23593656929625e+003	(6.03622513936565e+000dB,-1.51301040151462e+001°)
3.31131121482588e+003	(6.44046640070914e+000dB,-1.62481940546737e+001°)
3.38844156139199e+003	(6.88125321564836e+000dB,-1.75297987712797e+001°)
