Freq.	V(vout)
2.57039578276885e+002	(3.38471526061453e-002dB,-6.56977439810752e-001°)
2.63026799189536e+002	(3.54529506735005e-002dB,-6.72405127485122e-001°)
2.69153480392690e+002	(3.71347351785322e-002dB,-6.88201142168415e-001°)
2.75422870333815e+002	(3.88961170409353e-002dB,-7.04374710997767e-001°)
2.81838293126443e+002	(4.07408802498744e-002dB,-7.20935323119552e-001°)
2.88403150312659e+002	(4.26729903022388e-002dB,-7.37892739253168e-001°)
2.95120922666637e+002	(4.46966030661414e-002dB,-7.55257001736702e-001°)
3.01995172040200e+002	(4.68160740924233e-002dB,-7.73038445085684e-001°)
3.09029543251357e+002	(4.90359683983296e-002dB,-7.91247707098482e-001°)
3.16227766016836e+002	(5.13610707488247e-002dB,-8.09895740544274e-001°)
3.23593656929626e+002	(5.37963964626845e-002dB,-8.28993825472636e-001°)
3.31131121482589e+002	(5.63472027720624e-002dB,-8.48553582186349e-001°)
3.38844156139200e+002	(5.90190007659524e-002dB,-8.68586984922544e-001°)
3.46736850452529e+002	(6.18175679500005e-002dB,-8.89106376290474e-001°)
3.54813389233573e+002	(6.47489614569357e-002dB,-9.10124482518444e-001°)
3.63078054770099e+002	(6.78195319440788e-002dB,-9.31654429566347e-001°)
3.71535229097170e+002	(7.10359382170041e-002dB,-9.53709760164074e-001°)
3.80189396320558e+002	(7.44051626203080e-002dB,-9.76304451842715e-001°)
3.89045144994278e+002	(7.79345272398140e-002dB,-9.99452936028213e-001°)
3.98107170553494e+002	(8.16317109627693e-002dB,-1.02317011827554e+000°)
4.07380277804110e+002	(8.55047674461984e-002dB,-1.04747139972579e+000°)
4.16869383470332e+002	(8.95621440465172e-002dB,-1.07237269987638e+000°)
4.26579518801589e+002	(9.38127017673922e-002dB,-1.09789048076175e+000°)
4.36515832240163e+002	(9.82657362864010e-002dB,-1.12404177265075e+000°)
4.46683592150960e+002	(1.02931000125554e-001dB,-1.15084420137437e+000°)
4.57088189614872e+002	(1.07818726035031e-001dB,-1.17831601740926e+000°)
4.67735141287195e+002	(1.12939651664307e-001dB,-1.20647612685154e+000°)
4.78630092322635e+002	(1.18305045600505e-001dB,-1.23534412442794e+000°)
4.89778819368443e+002	(1.23926734859024e-001dB,-1.26494032870433e+000°)
5.01187233627268e+002	(1.29817133918128e-001dB,-1.29528581966515e+000°)
5.12861383991361e+002	(1.35989275395717e-001dB,-1.32640247885394e+000°)
5.24807460249769e+002	(1.42456842473915e-001dB,-1.35831303228068e+000°)
5.37031796370249e+002	(1.49234203184993e-001dB,-1.39104109632266e+000°)
5.49540873857620e+002	(1.56336446680996e-001dB,-1.42461122686405e+000°)
5.62341325190345e+002	(1.63779421618678e-001dB,-1.45904897194426e+000°)
5.75439937337152e+002	(1.71579776801913e-001dB,-1.49438092820943e+000°)
5.88843655355584e+002	(1.79755004234907e-001dB,-1.53063480148939e+000°)
6.02559586074353e+002	(1.88323484751796e-001dB,-1.56783947185437e+000°)
6.16595001861477e+002	(1.97304536401919e-001dB,-1.60602506353923e+000°)
6.30957344480188e+002	(2.06718465784594e-001dB,-1.64522302016140e+000°)
6.45654229034650e+002	(2.16586622543721e-001dB,-1.68546618570148e+000°)
6.60693448007591e+002	(2.26931457250105e-001dB,-1.72678889176213e+000°)
6.76082975391976e+002	(2.37776582919040e-001dB,-1.76922705167447e+000°)
6.91830970918931e+002	(2.49146840432432e-001dB,-1.81281826207789e+000°)
7.07945784384132e+002	(2.61068368158211e-001dB,-1.85760191266713e+000°)
7.24435960074984e+002	(2.73568676086159e-001dB,-1.90361930487206e+000°)
7.41310241300911e+002	(2.86676724828190e-001dB,-1.95091378031829e+000°)
7.58577575029177e+002	(3.00423009863199e-001dB,-1.99953086000830e+000°)
7.76247116628685e+002	(3.14839651441855e-001dB,-2.04951839526751e+000°)
7.94328234724275e+002	(3.29960490606302e-001dB,-2.10092673161423e+000°)
8.12830516164092e+002	(3.45821191823218e-001dB,-2.15380888684499e+000°)
8.31763771102664e+002	(3.62459352777195e-001dB,-2.20822074477434e+000°)
8.51138038202369e+002	(3.79914621925651e-001dB,-2.26422126623526e+000°)
8.70963589956073e+002	(3.98228824476498e-001dB,-2.32187271913613e+000°)
8.91250938133738e+002	(4.17446097517343e-001dB,-2.38124092958548e+000°)
9.12010839355902e+002	(4.37613035100006e-001dB,-2.44239555633923e+000°)
9.33254300796983e+002	(4.58778844168631e-001dB,-2.50541039110452e+000°)
9.54992586021428e+002	(4.80995512314174e-001dB,-2.57036368755068e+000°)
9.77237220955802e+002	(5.04317988444104e-001dB,-2.63733852224192e+000°)
9.99999999999991e+002	(5.28804377576188e-001dB,-2.70642319111983e+000°)
1.02329299228075e+003	(5.54516151099307e-001dB,-2.77771164564395e+000°)
1.04712854805089e+003	(5.81518373997254e-001dB,-2.85130397324364e+000°)
1.07151930523760e+003	(6.09879950702994e-001dB,-2.92730692737039e+000°)
1.09647819614318e+003	(6.39673891446460e-001dB,-3.00583451316761e+000°)
1.12201845430195e+003	(6.70977601180250e-001dB,-3.08700863562292e+000°)
1.14815362149687e+003	(7.03873193419947e-001dB,-3.17095981804917e+000°)
1.17489755493952e+003	(7.38447831622888e-001dB,-3.25782799988394e+000°)
1.20226443461740e+003	(7.74794101057617e-001dB,-3.34776342413092e+000°)
1.23026877081237e+003	(8.13010414491845e-001dB,-3.44092762632560e+000°)
1.25892541179416e+003	(8.53201455457753e-001dB,-3.53749453874029e+000°)
