Freq.	V(vout)
1.07151930523760e+002	(-3.00547191166243e+000dB,1.76626465690978e+002°)
1.09647819614318e+002	(-3.00453543587939e+000dB,1.76547419290755e+002°)
1.12201845430196e+002	(-3.00355494409730e+000dB,1.76466498207882e+002°)
1.14815362149688e+002	(-3.00252837350424e+000dB,1.76383656373175e+002°)
1.17489755493952e+002	(-3.00145356521101e+000dB,1.76298846471397e+002°)
1.20226443461741e+002	(-3.00032825983629e+000dB,1.76212019899729e+002°)
1.23026877081237e+002	(-2.99915009289516e+000dB,1.76123126724347e+002°)
1.25892541179416e+002	(-2.99791658998274e+000dB,1.76032115635022e+002°)
1.28824955169313e+002	(-2.99662516174470e+000dB,1.75938933897606e+002°)
1.31825673855640e+002	(-2.99527309862616e+000dB,1.75843527304280e+002°)
1.34896288259165e+002	(-2.99385756538970e+000dB,1.75745840121434e+002°)
1.38038426460288e+002	(-2.99237559539390e+000dB,1.75645815035025e+002°)
1.41253754462275e+002	(-2.99082408462252e+000dB,1.75543393093269e+002°)
1.44543977074592e+002	(-2.98919978545513e+000dB,1.75438513646485e+002°)
1.47910838816820e+002	(-2.98749930016916e+000dB,1.75331114283934e+002°)
1.51356124843620e+002	(-2.98571907416335e+000dB,1.75221130767435e+002°)
1.54881661891247e+002	(-2.98385538889252e+000dB,1.75108496961582e+002°)
1.58489319246110e+002	(-2.98190435450311e+000dB,1.74993144760316e+002°)
1.62181009735892e+002	(-2.97986190215921e+000dB,1.74875004009637e+002°)
1.65958690743755e+002	(-2.97772377604817e+000dB,1.74754002426194e+002°)
1.69824365246173e+002	(-2.97548552505545e+000dB,1.74630065511482e+002°)
1.73780082874936e+002	(-2.97314249409782e+000dB,1.74503116461354e+002°)
1.77827941003891e+002	(-2.97068981510437e+000dB,1.74373076070547e+002°)
1.81970085860997e+002	(-2.96812239763478e+000dB,1.74239862631866e+002°)
1.86208713666286e+002	(-2.96543491912459e+000dB,1.74103391829685e+002°)
1.90546071796323e+002	(-2.96262181474737e+000dB,1.73963576627369e+002°)
1.94984459975803e+002	(-2.95967726688422e+000dB,1.73820327148197e+002°)
1.99526231496887e+002	(-2.95659519419136e+000dB,1.73673550549345e+002°)
2.04173794466952e+002	(-2.95336924025746e+000dB,1.73523150888439e+002°)
2.08929613085403e+002	(-2.94999276184289e+000dB,1.73369028982173e+002°)
2.13796208950222e+002	(-2.94645881669436e+000dB,1.73211082256409e+002°)
2.18776162394954e+002	(-2.94276015092944e+000dB,1.73049204587186e+002°)
2.23872113856832e+002	(-2.93888918598695e+000dB,1.72883286131969e+002°)
2.29086765276776e+002	(-2.93483800514101e+000dB,1.72713213150443e+002°)
2.34422881531991e+002	(-2.93059833957857e+000dB,1.72538867814113e+002°)
2.39883291901947e+002	(-2.92616155404267e+000dB,1.72360128003875e+002°)
2.45470891568501e+002	(-2.92151863204674e+000dB,1.72176867094700e+002°)
2.51188643150956e+002	(-2.91666016066817e+000dB,1.71988953726486e+002°)
